product_id	product_brand	product_name	product_retail_price	product_cost
509	Tell Tale	Tell Tale Red Delcious Apples	1.9	0.67
510	Tell Tale	Tell Tale Lemons	0.61	0.27
511	Tell Tale	Tell Tale Fancy Plums	0.68	0.34
512	Tell Tale	Tell Tale Plums	2.74	1.26
513	Tell Tale	Tell Tale Peaches	0.58	0.28
514	Tell Tale	Tell Tale Broccoli	1.81	0.65
515	Tell Tale	Tell Tale Mandarin Oranges	1.91	0.9
516	Tell Tale	Tell Tale Mixed Nuts	1.85	0.63
517	Tell Tale	Tell Tale Canned Peanuts	3.4	1.63
518	Tell Tale	Tell Tale Sweet Onion	1.36	0.68
519	Tell Tale	Tell Tale Cantelope	3.82	1.8
520	Tell Tale	Tell Tale Honey Dew	2.8	1.34
521	Tell Tale	Tell Tale Fuji Apples	3.63	1.52
522	Tell Tale	Tell Tale Walnuts	1.63	0.57
523	Tell Tale	Tell Tale Oranges	1.72	0.71
524	Tell Tale	Tell Tale Tangerines	1.74	0.87
525	Tell Tale	Tell Tale Party Nuts	2.85	0.88
526	Kiwi	Kiwi Lox	2.25	1.08
527	Kiwi	Kiwi Scallops	2.38	0.79
528	Fast	Fast Low Fat Cookies	0.96	0.31
529	Fast	Fast BBQ Potato Chips	2.19	0.9
530	Fast	Fast Corn Chips	3.76	1.58
531	Fast	Fast Low Fat BBQ Chips	0.6	0.22
532	Fast	Fast Sugar Cookies	3.87	1.39
533	Fast	Fast Chocolate Chip Cookies	2.42	0.82
534	Fast	Fast Fudge Cookies	3.38	1.45
535	Fast	Fast Fudge Brownies	2.84	0.99
536	Fast	Fast Potato Chips	1.82	0.66
537	Fast	Fast Lemon Cookies	2.65	0.87
538	Fast	Fast Graham Crackers	0.93	0.39
539	Fast	Fast Cheese Crackers	3.74	1.35
540	Fast	Fast Buttered Popcorn	0.51	0.22
541	Fast	Fast No Salt Popcorn	1.88	0.7
542	Fast	Fast Low Fat Popcorn	1.51	0.74
543	Fast	Fast Salsa Dip	1.64	0.72
544	Fast	Fast Avocado Dip	2.95	0.89
545	Fast	Fast Salted Pretzels	1.45	0.55
546	Fast	Fast Cheese Dip	2.78	1
547	Fast	Fast Fondue Mix	2.31	0.79
548	Fast	Fast Mini Donuts	2.9	1.22
549	Fast	Fast Beef Jerky	1.68	0.76
550	Fast	Fast Chocolate Donuts	2.4	0.77
551	Fast	Fast Low Fat Chips	3.21	1.12
552	Fast	Fast Sesame Crackers	0.55	0.24
553	Fast	Fast Frosted Cookies	1.91	0.84
554	Fast	Fast Dried Apples	3.14	1.54
555	Fast	Fast Apple Fruit Roll	2.88	1.27
556	Fast	Fast Strawberry Fruit Roll	3.25	1.27
557	Fast	Fast Raspberry Fruit Roll	1.36	0.61
558	Fast	Fast Grape Fruit Roll	0.8	0.38
559	Fast	Fast Dried Dates	3.78	1.4
560	Fast	Fast Raisins	1.2	0.58
561	Fast	Fast Golden Raisins	0.77	0.31
562	Fast	Fast Dried Apricots	0.59	0.24
563	Fast	Fast Frosted Donuts	1.68	0.66
564	Atomic	Atomic Tasty Candy Bar	0.66	0.3
565	Atomic	Atomic Mint Chocolate Bar	0.9	0.38
566	Atomic	Atomic Malted Milk Balls	1.78	0.73
567	Atomic	Atomic Semi-Sweet Chocolate Bar	2.35	1.18
568	Atomic	Atomic Bubble Gum	3.33	1.23
569	Atomic	Atomic Spicy Mints	3.16	1.58
570	Atomic	Atomic Mints	2.16	0.91
571	Atomic	Atomic White Chocolate Bar	1.25	0.49
572	Shady Lake	Shady Lake Ravioli	2.51	1.08
573	Shady Lake	Shady Lake Manicotti	3.39	1.39
574	Shady Lake	Shady Lake Spaghetti	2.67	1.15
575	Shady Lake	Shady Lake Thai Rice	2.81	1.35
576	Shady Lake	Shady Lake Rice Medly	0.7	0.29
577	Walrus	Walrus Imported Beer	2.62	1.28
578	Walrus	Walrus Light Wine	2.29	0.69
579	Walrus	Walrus Chardonnay Wine	0.83	0.35
580	Walrus	Walrus Chablis Wine	2.41	1.18
581	Walrus	Walrus Merlot Wine	2.84	1.25
582	Walrus	Walrus Chardonnay	3.8	1.41
583	Walrus	Walrus White Zinfandel Wine	1.61	0.63
584	Walrus	Walrus Light Beer	2.59	0.88
585	Colony	Colony Pumpernickel Bread	2.18	0.72
586	Colony	Colony White Bread	1.42	0.7
587	Colony	Colony Rye Bread	3.27	1.21
588	Colony	Colony English Muffins	1.54	0.55
589	Colony	Colony Cranberry Muffins	2.65	1.01
590	Colony	Colony Muffins	1.93	0.75
591	Colony	Colony Bagels	1.17	0.42
592	Colony	Colony Blueberry Muffins	2.48	1.02
593	Colony	Colony Wheat Bread	1.87	0.84
594	Landslide	Landslide Sesame Oil	0.58	0.17
595	Landslide	Landslide Chunky Peanut Butter	1.42	0.65
596	Landslide	Landslide Hot Chocolate	0.64	0.25
597	Landslide	Landslide Brown Sugar	2.8	1.4
598	Landslide	Landslide White Sugar	1.52	0.64
599	Landslide	Landslide French Roast Coffee	2.32	0.81
600	Landslide	Landslide Decaf Coffee	2.31	0.88
601	Landslide	Landslide Regular Coffee	2.13	0.68
602	Landslide	Landslide Vegetable Oil	2.14	0.96
603	Landslide	Landslide Corn Oil	1.23	0.39
604	Landslide	Landslide Tomato Sauce	1.25	0.61
605	Landslide	Landslide Canola Oil	2.36	0.85
606	Landslide	Landslide Grape Preserves	2.65	0.87
607	Landslide	Landslide Columbian Coffee	2.78	1.36
608	Landslide	Landslide Strawberry Jelly	0.68	0.31
609	Landslide	Landslide Pepper	2.59	1.09
610	Landslide	Landslide Low Fat Apple Butter	2.27	0.98
611	Landslide	Landslide Salt	0.82	0.34
612	Landslide	Landslide Apple Butter	2.38	0.98
613	Landslide	Landslide Oregano	1.82	0.6
614	Landslide	Landslide Apple Jelly	3.78	1.7
615	Landslide	Landslide Grape Jam	1.35	0.54
616	Landslide	Landslide Apple Jam	1.33	0.49
617	Landslide	Landslide Strawberry Jam	1.16	0.57
618	Landslide	Landslide Creamy Peanut Butter	1.4	0.62
619	Landslide	Landslide Strawberry Preserves	2.25	0.95
620	Landslide	Landslide Extra Chunky Peanut Butter	0.73	0.28
621	Landslide	Landslide Apple Preserves	1.39	0.68
622	Landslide	Landslide Grape Jelly	0.81	0.41
623	Token	Token Berry Juice	1.8	0.7
624	Token	Token Mango Drink	2.46	1.01
625	Token	Token Strawberry Drink	1.61	0.74
626	Token	Token Cream Soda	1.29	0.59
627	Token	Token Diet Soda	1.7	0.71
628	Token	Token Cola	1.4	0.52
629	Token	Token Diet Cola	0.55	0.21
630	Token	Token Orange Juice	2.8	0.92
631	Token	Token Cranberry Juice	0.78	0.39
632	Token	Token Apple Juice	0.83	0.41
633	Token	Token Apple Drink	0.74	0.27
634	Radius	Radius Oatmeal	2.53	0.99
635	Radius	Radius Corn Puffs	1.38	0.69
636	Radius	Radius Wheat Puffs	2.64	0.95
637	Radius	Radius Grits	0.86	0.35
638	Bravo	Bravo Canned Beets	3.15	1.42
639	Bravo	Bravo Creamed Corn	3.28	1.08
640	Bravo	Bravo Canned String Beans	2.59	1.27
641	Bravo	Bravo Chicken Soup	3.98	1.75
642	Bravo	Bravo Canned Yams	1.66	0.8
643	Bravo	Bravo Vegetable Soup	1.84	0.92
644	Bravo	Bravo Canned Tomatos	0.87	0.4
645	Bravo	Bravo Noodle Soup	3.32	1.63
646	Bravo	Bravo Regular Ramen Soup	1.28	0.59
647	Bravo	Bravo Chicken Noodle Soup	2.74	1.04
648	Bravo	Bravo Turkey Noodle Soup	2.72	0.95
649	Bravo	Bravo Beef Soup	2.55	1.1
650	Bravo	Bravo Canned Peas	1.55	0.56
651	Bravo	Bravo Chicken Ramen Soup	0.8	0.25
652	Bravo	Bravo Canned Tuna in Water	1.67	0.8
653	Bravo	Bravo Canned Tuna in Oil	2.78	0.97
654	Bravo	Bravo Large Canned Shrimp	2.17	0.85
655	Bravo	Bravo Fancy Canned Anchovies	2.31	0.76
656	Bravo	Bravo Fancy Canned Clams	3.85	1.54
657	Bravo	Bravo Fancy Canned Oysters	2.12	0.68
658	Bravo	Bravo Fancy Canned Sardines	2.68	1.02
659	Bravo	Bravo Rice Soup	3.21	1.41
660	Applause	Applause Canned Mixed Fruit	2.8	1.26
661	Applause	Applause Canned Peaches	2.34	1.15
662	Prelude	Prelude Rosy Sunglasses	2.3	1.01
663	Akron	Akron Eyeglass Screwdriver	1.76	0.72
664	Akron	Akron City Map	1.74	0.54
665	Gorilla	Gorilla Low Fat Cottage Cheese	1.57	0.64
666	Gorilla	Gorilla Low Fat Sour Cream	0.89	0.39
667	Gorilla	Gorilla Sour Cream	2.66	1.01
668	Gorilla	Gorilla Jack Cheese	3.93	1.77
669	Gorilla	Gorilla Muenster Cheese	1.8	0.54
670	Gorilla	Gorilla String Cheese	1.79	0.77
671	Gorilla	Gorilla Low Fat String Cheese	2.93	1.11
672	Gorilla	Gorilla Havarti Cheese	3.34	1.24
673	Gorilla	Gorilla Head Cheese	2.74	1.21
674	Gorilla	Gorilla Cheese Spread	3.18	1.37
675	Gorilla	Gorilla Sharp Cheddar Cheese	3.59	1.76
676	Gorilla	Gorilla Mild Cheddar Cheese	3.29	1.48
677	Gorilla	Gorilla Large Curd Cottage Cheese	2.96	1.18
678	Gorilla	Gorilla 2% Milk	3.69	1.66
679	Gorilla	Gorilla Buttermilk	1.49	0.46
680	Gorilla	Gorilla Chocolate Milk	1.47	0.65
681	Gorilla	Gorilla 1% Milk	2.3	1.1
682	Gorilla	Gorilla Whole Milk	0.61	0.2
683	Gorilla	Gorilla Strawberry Yogurt	2.16	0.93
684	Gorilla	Gorilla Blueberry Yogurt	0.68	0.22
685	Cutting Edge	Cutting Edge Chicken Hot Dogs	1.53	0.58
686	Cutting Edge	Cutting Edge Pimento Loaf	1.82	0.67
687	Cutting Edge	Cutting Edge Beef Bologna	0.97	0.49
688	Cutting Edge	Cutting Edge Low Fat Bologna	2.37	0.76
689	Cutting Edge	Cutting Edge Turkey Hot Dogs	1.76	0.74
690	Cutting Edge	Cutting Edge Foot-Long Hot Dogs	1.44	0.52
691	Cutting Edge	Cutting Edge Low Fat Cole Slaw	2.85	1.23
692	Cutting Edge	Cutting Edge Cole Slaw	1.55	0.56
693	Cutting Edge	Cutting Edge Roasted Chicken	1.99	0.98
694	Cutting Edge	Cutting Edge Corned Beef	2.95	1.39
695	Cutting Edge	Cutting Edge Sliced Turkey	3.52	1.65
696	Cutting Edge	Cutting Edge Sliced Ham	0.72	0.26
697	Cutting Edge	Cutting Edge Potato Salad	1.33	0.56
698	Cutting Edge	Cutting Edge Sliced Chicken	2.33	0.96
699	Jumbo	Jumbo Small Brown Eggs	1.42	0.45
700	Jumbo	Jumbo Large Brown Eggs	2.68	1.18
701	Jumbo	Jumbo Small Eggs	0.75	0.29
702	Jumbo	Jumbo Large Eggs	3.84	1.61
703	Jumbo	Jumbo Egg Substitute	2.97	1.13
704	Imagine	Imagine Low Fat Waffles	1.63	0.73
705	Imagine	Imagine Orange Popsicles	0.88	0.38
706	Imagine	Imagine Frozen Chicken Breast	3.46	1.07
707	Imagine	Imagine Frozen Pancakes	1.87	0.84
708	Imagine	Imagine Low Fat French Fries	3.68	1.51
709	Imagine	Imagine Frozen Sausage Pizza	0.57	0.25
710	Imagine	Imagine Blueberry Waffles	1.19	0.43
711	Imagine	Imagine Fajita French Fries	2.89	1.42
712	Imagine	Imagine Waffles	3.87	1.43
713	Imagine	Imagine Frozen Pepperoni Pizza	3.46	1.35
714	Imagine	Imagine Frozen Cheese Pizza	2.7	1.16
715	Imagine	Imagine Frozen Mushroom Pizza	1.55	0.53
716	Imagine	Imagine Apple Cinnamon Waffles	1.81	0.62
717	Imagine	Imagine Frozen Carrots	3.92	1.92
718	Imagine	Imagine Turkey TV Dinner	2.32	0.9
719	Imagine	Imagine Chicken TV Dinner	2.45	0.98
720	Imagine	Imagine Beef TV Dinner	0.86	0.27
721	Imagine	Imagine Pancake Mix	2.26	0.7
722	Imagine	Imagine Grape Popsicles	2.83	0.88
723	Imagine	Imagine Home Style French Fries	0.51	0.18
724	Imagine	Imagine Lime Popsicles	2.94	1.21
725	Imagine	Imagine Ice Cream	1.49	0.55
726	Imagine	Imagine Ice Cream Sandwich	3.21	1.03
727	Imagine	Imagine Frozen Cauliflower	1.91	0.73
728	Imagine	Imagine Frozen Broccoli	1.89	0.7
729	Imagine	Imagine Frozen Corn	1.72	0.58
730	Imagine	Imagine Frozen Peas	1.72	0.72
731	Imagine	Imagine Popsicles	3.81	1.14
732	Imagine	Imagine Frozen Chicken Thighs	0.91	0.31
733	Imagine	Imagine Frozen Chicken Wings	1.95	0.94
734	Imagine	Imagine Lemon Popsicles	0.63	0.26
735	Consolidated	Consolidated Silky Smooth Hair Conditioner	1.47	0.69
736	Consolidated	Consolidated Tartar Control Toothpaste	2.13	0.83
737	Consolidated	Consolidated Whitening Toothpast	1.28	0.46
738	Consolidated	Consolidated Toothpaste	1.85	0.56
739	Consolidated	Consolidated Deodorant	2.38	0.95
740	Consolidated	Consolidated Conditioning Shampoo	1.97	0.87
741	Consolidated	Consolidated Extra Moisture Shampoo	0.73	0.34
742	Consolidated	Consolidated Angled Toothbrush	2.47	0.79
743	Consolidated	Consolidated Apricot Shampoo	0.96	0.36
744	Consolidated	Consolidated Childrens Aspirin	3.91	1.76
745	Consolidated	Consolidated Buffered Aspirin	0.85	0.29
746	Consolidated	Consolidated 200 MG Ibuprofen	3.98	1.51
747	Consolidated	Consolidated 200 MG Acetominifen	1.83	0.71
748	Consolidated	Consolidated HCL Nasal Spray	2.2	0.97
749	Consolidated	Consolidated Dishwasher Detergent	2.67	1.04
750	Consolidated	Consolidated Multi-Symptom Cold Remedy	1.95	0.66
751	Consolidated	Consolidated Childrens Cold Remedy	2.19	1.01
752	Consolidated	Consolidated Laundry Detergent	0.85	0.27
753	Consolidated	Consolidated Mint Mouthwash	1.89	0.62
754	Cormorant	Cormorant 60 Watt Lightbulb	2.57	1.08
755	Cormorant	Cormorant Plastic Forks	2.98	1.16
756	Cormorant	Cormorant Plastic Spoons	2.68	0.99
757	Cormorant	Cormorant Plastic Knives	1.47	0.69
758	Cormorant	Cormorant C-Size Batteries	3.19	1.31
759	Cormorant	Cormorant 100 Watt Lightbulb	1.89	0.59
760	Cormorant	Cormorant AAA-Size Batteries	1.87	0.67
761	Cormorant	Cormorant Paper Plates	1.7	0.53
762	Cormorant	Cormorant Paper Cups	3.7	1.41
763	Cormorant	Cormorant 75 Watt Lightbulb	2.55	0.84
764	Cormorant	Cormorant Toilet Bowl Cleaner	3.81	1.64
765	Cormorant	Cormorant Counter Cleaner	1.92	0.77
766	Cormorant	Cormorant Glass Cleaner	0.62	0.22
767	Cormorant	Cormorant 25 Watt Lightbulb	1.45	0.51
768	Cormorant	Cormorant AA-Size Batteries	2.76	0.91
769	Cormorant	Cormorant D-Size Batteries	0.59	0.25
770	Cormorant	Cormorant Paper Towels	1.83	0.81
771	Cormorant	Cormorant Soft Napkins	1.12	0.35
772	Cormorant	Cormorant Scented Tissue	1.94	0.7
773	Cormorant	Cormorant Toilet Paper	0.71	0.24
774	Cormorant	Cormorant Tissues	2.45	1.23
775	Cormorant	Cormorant Scented Toilet Tissue	0.95	0.41
776	Cormorant	Cormorant Room Freshener	3.89	1.71
777	Cormorant	Cormorant Frying Pan	3.72	1.53
778	Cormorant	Cormorant Copper Cleaner	2.72	1.03
779	Cormorant	Cormorant Bees Wax Candles	1.81	0.8
780	Cormorant	Cormorant Silver Cleaner	2.84	0.91
781	Cormorant	Cormorant Copper Pot Scrubber	3.95	1.22
782	Cormorant	Cormorant Economy Toilet Brush	2.34	0.94
783	Cormorant	Cormorant Scissors	2.47	0.89
784	Cormorant	Cormorant Large Sponge	0.52	0.25
785	Cormorant	Cormorant Screw Driver	2.28	0.87
786	Footnote	Footnote Extra Lean Hamburger	0.97	0.42
787	Footnote	Footnote Seasoned Hamburger	1.49	0.63
788	Excel	Excel Monthly Sports Magazine	0.55	0.17
789	Excel	Excel Monthly Auto Magazine	3.62	1.74
790	Excel	Excel Monthly Computer Magazine	0.77	0.27
791	Excel	Excel Monthly Home Magazine	2.15	0.95
792	Excel	Excel Monthly Fashion Magazine	2.13	1.04
793	Ebony	Ebony Summer Squash	2.85	0.97
794	Ebony	Ebony Corn on the Cob	1.2	0.43
795	Ebony	Ebony Asparagus	0.96	0.36
796	Ebony	Ebony Sweet Peas	1.32	0.5
797	Ebony	Ebony New Potatos	2.19	0.83
798	Ebony	Ebony Beets	2.71	0.84
799	Ebony	Ebony Prepared Salad	2.84	1.28
800	Ebony	Ebony Onions	3.26	1.43
801	Ebony	Ebony Green Pepper	2.65	1.25
802	Ebony	Ebony Shitake Mushrooms	2.99	1.38
803	Ebony	Ebony Lettuce	3.51	1.65
804	Ebony	Ebony Elephant Garlic	2.21	1.04
805	Ebony	Ebony Red Pepper	2.88	1.12
806	Ebony	Ebony Garlic	2.6	1.12
807	Ebony	Ebony Potatos	1.41	0.55
808	Ebony	Ebony Cauliflower	1.39	0.53
809	Ebony	Ebony Tomatos	1.22	0.4
810	Ebony	Ebony Mushrooms	0.57	0.25
811	Ebony	Ebony Baby Onion	2.97	0.95
812	Ebony	Ebony Dried Mushrooms	3.34	1.47
813	Ebony	Ebony Fresh Lima Beans	1.45	0.49
814	Ebony	Ebony Squash	1.73	0.83
815	Ebony	Ebony Limes	0.92	0.44
816	Ebony	Ebony Firm Tofu	2.29	0.89
817	Ebony	Ebony Almonds	1.68	0.57
818	Ebony	Ebony Macintosh Apples	1.35	0.45
819	Ebony	Ebony Golden Delcious Apples	2.77	0.97
820	Ebony	Ebony Red Delcious Apples	0.7	0.3
821	Ebony	Ebony Lemons	1.91	0.78
822	Ebony	Ebony Fancy Plums	1.86	0.67
823	Ebony	Ebony Plums	3.43	1.51
824	Ebony	Ebony Peaches	2.11	0.93
825	Ebony	Ebony Broccoli	2.83	0.96
826	Ebony	Ebony Mandarin Oranges	1.83	0.73
827	Ebony	Ebony Mixed Nuts	0.95	0.35
828	Ebony	Ebony Canned Peanuts	1.29	0.53
829	Ebony	Ebony Sweet Onion	2.17	0.91
830	Ebony	Ebony Cantelope	2.45	0.96
831	Ebony	Ebony Honey Dew	1.58	0.71
832	Ebony	Ebony Fuji Apples	3.24	1.1
833	Ebony	Ebony Walnuts	2.39	1.15
834	Ebony	Ebony Oranges	2.96	0.92
835	Ebony	Ebony Tangerines	3.49	1.64
836	Ebony	Ebony Party Nuts	1.18	0.45
837	Curlew	Curlew Lox	1.62	0.5
838	Curlew	Curlew Scallops	2.58	1.19
839	Nationeel	Nationeel Low Fat Cookies	0.66	0.3
840	Nationeel	Nationeel BBQ Potato Chips	1.37	0.62
841	Nationeel	Nationeel Corn Chips	1.85	0.56
842	Nationeel	Nationeel Low Fat BBQ Chips	3.2	1.38
843	Nationeel	Nationeel Sugar Cookies	2.94	1.12
844	Nationeel	Nationeel Chocolate Chip Cookies	3.31	1.52
845	Nationeel	Nationeel Fudge Cookies	1.42	0.7
846	Nationeel	Nationeel Fudge Brownies	1.71	0.79
847	Nationeel	Nationeel Potato Chips	3.84	1.15
848	Nationeel	Nationeel Lemon Cookies	2.26	0.88
849	Nationeel	Nationeel Graham Crackers	1.65	0.71
850	Nationeel	Nationeel Cheese Crackers	1.33	0.53
851	Nationeel	Nationeel Buttered Popcorn	2.51	0.78
852	Nationeel	Nationeel No Salt Popcorn	0.69	0.25
853	Nationeel	Nationeel Low Fat Popcorn	3.88	1.71
854	Nationeel	Nationeel Salsa Dip	1.6	0.54
855	Nationeel	Nationeel Avocado Dip	2.41	0.84
856	Nationeel	Nationeel Salted Pretzels	2.39	0.76
857	Nationeel	Nationeel Cheese Dip	2.22	0.78
858	Nationeel	Nationeel Fondue Mix	2.22	0.69
859	Nationeel	Nationeel Mini Donuts	1.31	0.66
860	Nationeel	Nationeel Beef Jerky	2.34	1.03
861	Nationeel	Nationeel Chocolate Donuts	2.45	1.23
862	Nationeel	Nationeel Low Fat Chips	2.73	1.06
863	Nationeel	Nationeel Sesame Crackers	2.98	1.1
864	Nationeel	Nationeel Frosted Cookies	1.63	0.73
865	Nationeel	Nationeel Dried Apples	2.79	1.4
866	Nationeel	Nationeel Apple Fruit Roll	3.46	1.38
867	Nationeel	Nationeel Strawberry Fruit Roll	1.88	0.73
868	Nationeel	Nationeel Raspberry Fruit Roll	3.58	1.5
869	Nationeel	Nationeel Grape Fruit Roll	2.12	0.91
870	Nationeel	Nationeel Dried Dates	1.97	0.67
871	Nationeel	Nationeel Raisins	2.54	0.94
872	Nationeel	Nationeel Golden Raisins	2.52	0.78
873	Nationeel	Nationeel Dried Apricots	2.35	0.8
874	Nationeel	Nationeel Frosted Donuts	1.59	0.75
875	Thresher	Thresher Tasty Candy Bar	3.44	1.27
876	Thresher	Thresher Mint Chocolate Bar	1.71	0.53
877	Thresher	Thresher Malted Milk Balls	1.58	0.76
878	Thresher	Thresher Semi-Sweet Chocolate Bar	1.87	0.9
879	Thresher	Thresher Bubble Gum	1.11	0.56
880	Thresher	Thresher Spicy Mints	3.65	1.24
881	Thresher	Thresher Mints	1.81	0.58
882	Thresher	Thresher White Chocolate Bar	2.49	1.2
883	Monarch	Monarch Ravioli	2.9	1.33
884	Monarch	Monarch Manicotti	2.6	1.2
885	Monarch	Monarch Spaghetti	1.38	0.61
886	Monarch	Monarch Thai Rice	3.11	0.93
887	Monarch	Monarch Rice Medly	1.8	0.58
888	Discover	Discover Ravioli	0.88	0.27
889	Discover	Discover Manicotti	1.61	0.74
890	Discover	Discover Spaghetti	2.61	1.07
891	Discover	Discover Thai Rice	2.47	0.82
892	Discover	Discover Rice Medly	2.73	1.01
893	Pearl	Pearl Imported Beer	0.91	0.42
894	Pearl	Pearl Light Wine	0.57	0.27
895	Pearl	Pearl Chardonnay Wine	0.65	0.26
896	Pearl	Pearl Chablis Wine	2.68	1.31
897	Pearl	Pearl Merlot Wine	0.54	0.19
898	Pearl	Pearl Chardonnay	1.74	0.61
899	Pearl	Pearl White Zinfandel Wine	1.92	0.88
900	Pearl	Pearl Light Beer	1.86	0.73
901	Fantastic	Fantastic Pumpernickel Bread	2.99	1.41
902	Fantastic	Fantastic White Bread	0.97	0.41
903	Fantastic	Fantastic Rye Bread	2.52	0.83
904	Fantastic	Fantastic English Muffins	1.5	0.51
905	Fantastic	Fantastic Cranberry Muffins	2.33	0.89
906	Fantastic	Fantastic Muffins	0.63	0.24
907	Fantastic	Fantastic Bagels	3.42	1.64
908	Fantastic	Fantastic Blueberry Muffins	0.69	0.27
909	Fantastic	Fantastic Wheat Bread	1.55	0.73
910	BBB Best	BBB Best Sesame Oil	1.84	0.64
911	BBB Best	BBB Best Chunky Peanut Butter	1.97	0.77
912	BBB Best	BBB Best Hot Chocolate	2.63	1.03
913	BBB Best	BBB Best Brown Sugar	1.78	0.62
914	BBB Best	BBB Best White Sugar	2.46	1.06
915	BBB Best	BBB Best French Roast Coffee	2.87	0.92
916	BBB Best	BBB Best Decaf Coffee	2.57	0.77
917	BBB Best	BBB Best Regular Coffee	1.12	0.5
918	BBB Best	BBB Best Vegetable Oil	2.97	1.37
919	BBB Best	BBB Best Corn Oil	1.54	0.72
920	BBB Best	BBB Best Tomato Sauce	0.73	0.23
921	BBB Best	BBB Best Canola Oil	1.35	0.54
922	BBB Best	BBB Best Grape Preserves	2.59	0.88
923	BBB Best	BBB Best Columbian Coffee	1.44	0.55
924	BBB Best	BBB Best Strawberry Jelly	2.7	0.86
925	BBB Best	BBB Best Pepper	0.76	0.33
926	BBB Best	BBB Best Low Fat Apple Butter	0.56	0.18
927	BBB Best	BBB Best Salt	0.63	0.31
928	BBB Best	BBB Best Apple Butter	1.65	0.58
929	BBB Best	BBB Best Oregano	0.53	0.2
930	BBB Best	BBB Best Apple Jelly	1.48	0.49
931	BBB Best	BBB Best Grape Jam	1.9	0.8
932	BBB Best	BBB Best Apple Jam	1.59	0.59
933	BBB Best	BBB Best Strawberry Jam	3.38	1.28
934	BBB Best	BBB Best Creamy Peanut Butter	1.1	0.47
935	BBB Best	BBB Best Strawberry Preserves	2.8	1.09
936	BBB Best	BBB Best Extra Chunky Peanut Butter	2.78	1.2
937	BBB Best	BBB Best Apple Preserves	3.61	1.23
938	BBB Best	BBB Best Grape Jelly	1.61	0.68
939	Fabulous	Fabulous Berry Juice	0.7	0.34
940	Fabulous	Fabulous Mango Drink	2.84	1.11
941	Fabulous	Fabulous Strawberry Drink	3.95	1.5
942	Fabulous	Fabulous Cream Soda	2.34	0.98
943	Fabulous	Fabulous Diet Soda	2.47	0.86
944	Fabulous	Fabulous Cola	0.88	0.4
945	Fabulous	Fabulous Diet Cola	2.28	0.78
946	Fabulous	Fabulous Orange Juice	2.85	0.97
947	Fabulous	Fabulous Cranberry Juice	0.65	0.22
948	Fabulous	Fabulous Apple Juice	2.96	1.1
949	Fabulous	Fabulous Apple Drink	2.51	0.98
950	Special	Special Oatmeal	3.47	1.39
951	Special	Special Corn Puffs	1.93	0.6
952	Special	Special Wheat Puffs	2.91	0.99
953	Special	Special Grits	2.74	1.21
954	Just Right	Just Right Canned Beets	1.74	0.77
955	Just Right	Just Right Creamed Corn	3.83	1.65
956	Just Right	Just Right Canned String Beans	1.2	0.46
957	Just Right	Just Right Chicken Soup	2.97	1.19
958	Just Right	Just Right Canned Yams	1.36	0.57
959	Just Right	Just Right Vegetable Soup	1.5	0.45
960	Just Right	Just Right Canned Tomatos	2.15	0.71
961	Just Right	Just Right Noodle Soup	1.31	0.5
962	Just Right	Just Right Regular Ramen Soup	1.87	0.79
963	Just Right	Just Right Chicken Noodle Soup	2.4	0.96
964	Just Right	Just Right Turkey Noodle Soup	1.99	0.96
965	Just Right	Just Right Beef Soup	1.53	0.57
966	Just Right	Just Right Canned Peas	2.49	1.12
967	Just Right	Just Right Chicken Ramen Soup	0.61	0.29
968	Just Right	Just Right Canned Tuna in Water	1.28	0.63
969	Just Right	Just Right Canned Tuna in Oil	1.76	0.79
970	Just Right	Just Right Large Canned Shrimp	3.11	1.15
971	Just Right	Just Right Fancy Canned Anchovies	2.85	0.86
972	Just Right	Just Right Fancy Canned Clams	2.23	0.89
973	Just Right	Just Right Fancy Canned Oysters	1.34	0.54
974	Just Right	Just Right Fancy Canned Sardines	0.79	0.27
975	Just Right	Just Right Rice Soup	3.76	1.69
976	Big City	Big City Canned Mixed Fruit	1.17	0.5
977	Big City	Big City Canned Peaches	0.76	0.3
978	Symphony	Symphony Rosy Sunglasses	1.6	0.7
979	James Bay	James Bay Eyeglass Screwdriver	3.78	1.85
980	James Bay	James Bay City Map	1.72	0.53
981	Even Better	Even Better Low Fat Cottage Cheese	1.27	0.44
982	Even Better	Even Better Low Fat Sour Cream	2.88	1.04
983	Even Better	Even Better Sour Cream	0.82	0.28
984	Even Better	Even Better Jack Cheese	0.81	0.25
985	Even Better	Even Better Muenster Cheese	0.72	0.35
986	Even Better	Even Better String Cheese	3.5	1.3
987	Even Better	Even Better Low Fat String Cheese	2.59	1.14
988	Even Better	Even Better Havarti Cheese	3.61	1.44
989	Even Better	Even Better Head Cheese	0.84	0.31
990	Even Better	Even Better Cheese Spread	3.12	1.12
991	Even Better	Even Better Sharp Cheddar Cheese	3.25	1.11
992	Even Better	Even Better Mild Cheddar Cheese	1.79	0.88
993	Even Better	Even Better Large Curd Cottage Cheese	3.95	1.78
994	Even Better	Even Better 2% Milk	0.79	0.24
995	Even Better	Even Better Buttermilk	1.15	0.56
996	Even Better	Even Better Chocolate Milk	0.85	0.28
997	Even Better	Even Better 1% Milk	3.29	1.58
998	Even Better	Even Better Whole Milk	1.25	0.38
999	Even Better	Even Better Strawberry Yogurt	2.71	1.14
1000	Even Better	Even Better Blueberry Yogurt	2.69	1.29
